pid,pub_type,pub_date,title,authors,doi,ark,journal,collaboration
"articles:7273","article","2006-12-01","Direct numerical simulation of the Plumb-McEwan laboratory analogue of the QBO","Wedi, N.;Smolarkiewicz, P.","10.1175/JAS3815.1","ark:/85065/d7nz87z5","Journal of the Atmospheric Sciences","UCAR and Other"
"articles:7275","article","2006-07-04","North Pacific carbon cycle response to climate variability on seasonal to decadal timescales","McKinley, G.;Takahashi, T.;et al","10.1029/2005JC003173","ark:/85065/d7dj5fxr","Journal of Geophysical Research-Oceans","UCAR, University and Other"
"articles:7276","article","2006-03-16","Propagation of ENSO temperature signals into the middle atmosphere: A comparison of two general circulation models and ERA-40 reanalysis data","Garcia-Herrera, R.;Calvo, N.;et al","10.1029/2005JD006061","ark:/85065/d78s4q6f","Journal of Geophysical Research-Atmospheres","UCAR, University and Other"
"articles:7281","article","2006-08-15","Impact of climate change on the future chemical composition of the global troposphere","Brasseur, G.;Schultz, M.;et al","10.1175/JCLI3832.1","ark:/85065/d7n29x7f","Journal of Climate","UCAR, University and Other"
"articles:7285","article","2006-12-01","Representing convective organization in prediction models by a hybrid approach","Moncrieff, M.;Liu, C.","10.1175/JAS3812.1","ark:/85065/d7416xbn","Journal of the Atmospheric Sciences","UCAR only"
"articles:7287","article","2006-07-01","Chemical characterizations of soluble aerosols in southern China","Wu, D.;Tie, X.;et al","10.1016/j.chemosphere.2005.11.066","ark:/85065/d7vm4cjb","Chemosphere: Global Change Science","UCAR and Other"
"articles:7288","article","2006-10-10","Climate impacts of systematic errors in the simulation of the path of the North Atlantic Current","Weese, S.;Bryan, F.","10.1029/2006GL027669","ark:/85065/d7qv3mtm","Geophysical Research Letters","UCAR only"
"articles:7289","article","2006-10-01","Simulation of global land surface conditions from 1948 to 2004. Part I: Forcing data and evaluation","Qian, T.;Dai, A.;et al","10.1175/JHM540.1","ark:/85065/d7m32w3m","Journal of Hydrometeorology","UCAR only"
"articles:7291","article","2006-11-03","Synchronicity in predictive modelling: A new view of data assimilation","Duane, G.;Tribbia, J.;et al","10.5194/npg-13-601-2006","ark:/85065/d7bk1cnj","Nonlinear Processes in Geophysics","UCAR and University"
"articles:7292","article","2006-10-18","Global thermosphere-ionosphere response to onset of 20 November 2003 magnetic storm","Crowley, G.;Hackert, C.;et al","10.1029/2005JA011518","ark:/85065/d76t0mxt","Journal of Geophysical Research-Space Physics","UCAR, University and Other"
"articles:7295","article","2006-01-04","Global carbon emissions from biomass burning in the 20th century","Mouillot, F.;Narasimha, A.;et al","10.1029/2005GL024707","ark:/85065/d7tm7bdz","Geophysical Research Letters","UCAR, University and Other"
"articles:7296","article","2007-02-01","A proposed all-solid-state transportable narrowband sodium lidar for mesopause region temperature and horizontal wind measurements","She, C.;Vance, J.;et al","10.1139/p06-089","ark:/85065/d7pv6kp7","Canadian Journal of Physics","UCAR, University and Other"
"articles:7311","article","2006-07-01","Natural variability in a stable, 1000-yr global coupled climate-carbon cycle simulation","Doney, S.;Lindsay, K.;et al","10.1175/JCLI3783.1","ark:/85065/d7rn3856","Journal of Climate","UCAR, University and Other"
"articles:7313","article","2006-01-01","Effect of land-atmosphere interactions on the IHOP 24-25 May 2002 convection case","Holt, T.;Niyogi, D.;et al","10.1175/MWR3057.1","ark:/85065/d7h41rq2","Monthly Weather Review","UCAR, University and Other"
"articles:7314","article","2006-03-24","Paleoclimatic evidence for future ice sheet instability and rapid sea level rise","Overpeck, J.;Otto-bliesner, B.;et al","10.1126/science.1115159","ark:/85065/d7cc1104","Science","UCAR and Other"
"articles:7315","article","2006-08-10","Control of equatorial ionospheric morphology by atmospheric tides","Immel, T.;Sagawa, E.;et al","10.1029/2006GL026161","ark:/85065/d77p8zps","Geophysical Research Letters","UCAR, University and Other"
"articles:7319","article","2006-08-01","GLACE: The global land-atmosphere coupling experiment. Part II: Analysis","Guo, Z.;Dirmeyer, P.;et al","10.1175/JHM511.1","ark:/85065/d7qn6728","Journal of Hydrometeorology","UCAR and Other"
"articles:7334","article","2006-11-06","Light availability in the coastal ocean: Impact on the distribution of benthic photosynthetic organisms and their contribution to primary production","Gattuso, J.;Gentili, B.;et al","10.5194/bg-3-489-2006","ark:/85065/d7sf2wgj","Biogeosciences","UCAR and University"
"articles:7337","article","2006-11-09","TIMED doppler interferometer on the Thermosphere Ionosphere Mesosphere Energetics and Dynamics satellite: Data product overview","Niciejewski, R.;Wu, Q.;et al","10.1029/2005JA011513","ark:/85065/d7d79bq7","Journal of Geophysical Research-Space Physics","UCAR, University and Other"
"articles:7340","article","2006-07-01","Object-based verification of precipitation forecasts. Part II: Application to convective rain systems","Davis, C.;Brown, B.;et al","10.1175/MWR3146.1","ark:/85065/d70z73jv","Monthly Weather Review","UCAR only"
"articles:7342","article","2006-12-01","The global distribution of supersaturation in the upper troposphere from the atmospheric infrared sounder","Gettelman, A.;Fetzer, E.;et al","10.1175/JCLI3955.1","ark:/85065/d7rf5vb5","Journal of Climate","UCAR and Other"
"articles:7344","article","2006-11-01","Nitrogen fixation amplifies the ocean biogeochemical response to decadal timescale variations in mineral dust deposition","Moore, J.;Doney, S.;et al","10.1111/j.1600-0889.2006.00209.x","ark:/85065/d7h132bk","Tellus Series B: Chemical and Physical Meteorology","UCAR, University and Other"
"articles:7346","article","2006-04-26","Multimodel ensemble simulations of present-day and near-future tropospheric ozone","Stevenson, D.;Dentener, F.;et al","10.1029/2005JD006338","ark:/85065/d77h1jw4","Journal of Geophysical Research-Atmospheres","UCAR, University and Other"
"articles:7347","article","2006-01-20","The partial expulsion of a magnetic flux rope","Gibson, S.;Fan, Y.","10.1086/500452","ark:/85065/d73r0t5t","The Astrophysical Journal","UCAR only"
"articles:7348","article","2006-01-31","Geomorphic control of landscape carbon accumulation","Rosenbloom, N.;Harden, J.;et al","10.1029/2005JG000077","ark:/85065/d70002db","Journal of Geophysical Research-Biogeosciences","UCAR, University and Other"
"articles:7349","article","2007-04-01","Tidal features in the wintertime mesospheric temperature and neutral winds recorded at Resolute Bay, Canada (74.68°N, 94.90°W)","Won, Y.;Sivjee, G.;et al","10.1016/j.jastp.2006.10.012","ark:/85065/d7v988c8","Journal of Atmospheric and Solar-Terrestrial Physics","UCAR and University"
"articles:7352","article","2006-12-01","Simulation of the 1976/1977 climate transition over the North Pacific: Sensitivity to tropical forcing","Deser, C.;Phillips, A.","10.1175/JCLI3963.1","ark:/85065/d7g1615r","Journal of Climate","UCAR only"
"articles:7354","article","2006-09-20","Simulating and predicting solar cycles using a flux-transport dynamo","Dikpati, M.;Gilman, P.","10.1086/506314","ark:/85065/d76h4hq9","The Astrophysical Journal","UCAR only"
"articles:7356","article","2006-03-24","Simulating Arctic climate warmth and icefield retreat in the last interglaciation","Otto-Bliesner, B.;Marshall, S.;et al","10.1126/science.1120808","ark:/85065/d7z31zxx","Science","UCAR and Other"
"articles:7358","article","2006-11-21","Evaluation of aerosol distribution and optical depth in the Geophysical Fluid Dynamics Laboratory coupled model CM2.1 for present climate","Ginoux, P.;Horowitz, L.;et al","10.1029/2005JD006707","ark:/85065/d7pk0gg8","Journal of Geophysical Research-Atmospheres","UCAR, University and Other"
"articles:7359","article","2006-03-01","Stochastic forcing of the North Atlantic wind-driven ocean circulation. Part I: A diagnostic analysis of the ocean response to stochastic forcing","Chhak, K.;Moore, A.;et al","10.1175/JPO2852.1","ark:/85065/d7js9qr0","Journal of Physical Oceanography","UCAR, University and Other"
"articles:7363","article","2006-11-01","The importance of cloud drop representation on cloud photo-chemistry","Barth, M.","10.1016/j.atmosres.2005.10.008","ark:/85065/d71v5f8x","Atmospheric Research","UCAR only"
"articles:7366","article","2006-02-01","Observations of the 5-day wave in the mesosphere and lower thermosphere","Riggin, D.;Liu, H.;et al","10.1016/j.jastp.2005.05.010","ark:/85065/d7nk3fbw","Journal of Atmospheric and Solar-Terrestrial Physics","UCAR, University and Other"
"articles:7376","article","2006-10-01","Soil moisture memory in AGCM simulations: Analysis of global land-atmosphere coupling experiments (GLACE) data","Seneviratne, S.;Koster, R.;et al","10.1175/JHM533.1","ark:/85065/d7c24wrc","Journal of Hydrometeorology","UCAR and Other"
"articles:7377","article","2006-09-01","Multiscale temporal variability of warm-season precipitation over North America: Statistical analysis of radar measurements","Hsu, H.;Moncrieff, M.;et al","10.1175/JAS3752.1","ark:/85065/d77d2vfc","Journal of the Atmospheric Sciences","UCAR and University"
"articles:7380","article","2006-05-03","Global impact of road traffic on atmospheric chemical composition and on ozone climate forcing","Niemeier, U.;Granier, C.;et al","10.1029/2005JD006407","ark:/85065/d7v40vhb","Journal of Geophysical Research-Atmospheres","UCAR and Other"
"articles:7390","article","2006-05-06","Time-dependent inversion estimates of global biomass-burning CO emissions using Measurement of Pollution in the Troposphere (MOPITT) measurements","Arellano, A.;Kasibhatla, P.;et al","10.1029/2005JD006613","ark:/85065/d7jm29xw","Journal of Geophysical Research-Atmospheres","UCAR, University and Other"
"articles:7393","article","2006-01-06","On the forcing of the mesospheric semi-annual oscillation in the whole atmosphere community climate model","Richter, J.;Garcia, R.","10.1029/2005GL024378","ark:/85065/d75d8s5m","Geophysical Research Letters","UCAR only"
"articles:7396","article","2006-08-18","Southern Hemisphere carbon monoxide interannual variability observed by Terra Measurement of Pollution in the Troposphere (MOPITT)","Edwards, D.;Petron, G.;et al","10.1029/2006JD007079","ark:/85065/d7s46s81","Journal of Geophysical Research-Atmospheres","UCAR, University and Other"
"articles:7410","article","2006-03-02","Sea-salt aerosol response to climate change: Last Glacial Maximum, preindustrial, and doubled carbon dioxide climates","Mahowald, N.;Lamarque, J.;et al","10.1029/2005JD006459","ark:/85065/d7zp46fj","Journal of Geophysical Research-Atmospheres","UCAR and Other"
"articles:7411","article","2006-07-15","Introduction to special section on corotating solar wind streams and recurrent geomagnetic activity","Tsurutani, B.;McPherron, R.;et al","10.1029/2006JA011745","ark:/85065/d7v1253d","Journal of Geophysical Research-Space Physics","UCAR, University and Other"
"articles:7452","article","2006-09-14","Observations of intermediate-scale diurnal waves in the equatorial mesosphere and lower thermosphere","Lieberman, R.;Riggin, D.;et al","10.1029/2005JA011498","ark:/85065/d7j966px","Journal of Geophysical Research-Space Physics","UCAR and Other"
"articles:7472","article","2006-10-02","Recovery of the thermohaline circulation and sea ice area under CO₂ stabilization and overshoot scenarios","Nakashiki, N.;Kim, D.;et al","10.1016/j.ocemod.2006.08.007","ark:/85065/d7zc8354","Ocean Modelling","UCAR and Other"
"articles:7478","article","2006-12-01","A multivariate spatial model for soil water profiles","Sain, S.;Shrikant, J.;et al","10.1198/108571106X154957","ark:/85065/d75x297m","Journal of Agricultural, Biological, and Environmental Statistics","UCAR and University"
"articles:7480","article","2006-02-26","Changes in ocean ventilation during the 21st century in the CCSM3","Bryan, F.;Danabasoglu, G.;et al","10.1016/j.ocemod.2006.01.002","ark:/85065/d7xg9rfp","Ocean Modelling","UCAR only"
"articles:7484","article","2006-07-01","The formation of Hurricane Humberto (2001): The importance of extra-tropical precursors","Davis, C.;Bosart, L.","10.1256/qj.05.42","ark:/85065/d7df6rjw","Quarterly Journal of the Royal Meteorological Society","UCAR and University"
"articles:7488","article","2006-04-01","Multidimensional positive definite advection transport algorithm: An overview","Smolarkiewicz, P.","10.1002/fld.1071","ark:/85065/d7wh2q9v","International Journal for Numerical Methods in Fluids","UCAR only"
"articles:7490","article","2006-07-01","Covariance tapering for interpolation of large spatial datasets","Furrer, R.;Genton, M.;et al","10.1198/106186006X132178","ark:/85065/d7n016v3","Journal of Computational and Graphical Statistics","UCAR and University"
"articles:7491","article","2006-07-01","Last interglacial Arctic warmth confirms polar amplification of climate","Anderson, P.;Bennike, O.;et al","10.1016/j.quascirev.2006.01.033","ark:/85065/d7h70g4s","Quaternary Science Reviews","UCAR, University and Other"
"articles:7500","article","2006-08-09","Modeling the response to changes in tropospheric methane concentration: Application to the Permian-Triassic boundary","Lamarque, J.;Kiehl, J.;et al","10.1029/2006PA001276","ark:/85065/d7bg2pbk","Paleooceanography","UCAR only"
"articles:7504","article","2006-04-10","MPDATA error estimator for mesh adaptivity","Szmelter, J.;Smolarkiewicz, P.","10.1002/fld.1118","ark:/85065/d7th8n13","International Journal for Numerical Methods in Fluids","UCAR and Other"
"articles:7505","article","2006-08-15","Detection and attribution of 20th Century northern and southern African monsoon change","Hoerling, M.;Hurrell, J.;et al","10.1175/JCLI3842.1","ark:/85065/d7pr7w9c","Journal of Climate","UCAR and Other"
"articles:7506","article","2006-06-01","The climate sensitivity of the Community Climate System Model Version 3 (CCSM3)","Kiehl, J.;Shields, C.;et al","10.1175/JCLI3747.1","ark:/85065/d7k074kb","Journal of Climate","UCAR only"
